Label	Type	Band	Chr	Arm	Index
Gain_4q351	Gain	4q351	4	4q	584
Fusion_4q351	Fusion	4q351	4	4q	585
Loss_4q343	Loss	4q343	4	4q	586
Gain_4q343	Gain	4q343	4	4q	587
Fusion_4q343	Fusion	4q343	4	4q	588
Loss_4q342	Loss	4q342	4	4q	589
Gain_4q342	Gain	4q342	4	4q	590
Fusion_4q342	Fusion	4q342	4	4q	591
Loss_4q341	Loss	4q341	4	4q	592
Gain_4q341	Gain	4q341	4	4q	593
Fusion_4q341	Fusion	4q341	4	4q	594
Loss_4q33	Loss	4q33	4	4q	595
Gain_4q33	Gain	4q33	4	4q	596
Fusion_4q33	Fusion	4q33	4	4q	597
Loss_4q323	Loss	4q323	4	4q	598
Gain_4q323	Gain	4q323	4	4q	599
Fusion_4q323	Fusion	4q323	4	4q	600
Loss_4q322	Loss	4q322	4	4q	601
Gain_4q322	Gain	4q322	4	4q	602
Fusion_4q322	Fusion	4q322	4	4q	603
Loss_4q321	Loss	4q321	4	4q	604
Gain_4q321	Gain	4q321	4	4q	605
Fusion_4q321	Fusion	4q321	4	4q	606
Loss_4q313	Loss	4q313	4	4q	607
Gain_4q313	Gain	4q313	4	4q	608
Fusion_4q313	Fusion	4q313	4	4q	609
Loss_4q3123	Loss	4q3123	4	4q	610
Gain_4q3123	Gain	4q3123	4	4q	611
Fusion_4q3123	Fusion	4q3123	4	4q	612
Loss_4q3122	Loss	4q3122	4	4q	613
Gain_4q3122	Gain	4q3122	4	4q	614
Fusion_4q3122	Fusion	4q3122	4	4q	615
Loss_4q3121	Loss	4q3121	4	4q	616
Gain_4q3121	Gain	4q3121	4	4q	617
Fusion_4q3121	Fusion	4q3121	4	4q	618
Loss_4q311	Loss	4q311	4	4q	619
Gain_4q311	Gain	4q311	4	4q	620
Fusion_4q311	Fusion	4q311	4	4q	621
Loss_4q283	Loss	4q283	4	4q	622
Gain_4q283	Gain	4q283	4	4q	623
Fusion_4q283	Fusion	4q283	4	4q	624
Loss_4q282	Loss	4q282	4	4q	625
Gain_4q282	Gain	4q282	4	4q	626
Fusion_4q282	Fusion	4q282	4	4q	627
Loss_4q281	Loss	4q281	4	4q	628
Gain_4q281	Gain	4q281	4	4q	629
Fusion_4q281	Fusion	4q281	4	4q	630
Loss_4q27	Loss	4q27	4	4q	631
Gain_4q27	Gain	4q27	4	4q	632
Fusion_4q27	Fusion	4q27	4	4q	633
Loss_4q26	Loss	4q26	4	4q	634
Gain_4q26	Gain	4q26	4	4q	635
Fusion_4q26	Fusion	4q26	4	4q	636
Loss_4q25	Loss	4q25	4	4q	637
Gain_4q25	Gain	4q25	4	4q	638
Fusion_4q25	Fusion	4q25	4	4q	639
Loss_4q24	Loss	4q24	4	4q	640
Gain_4q24	Gain	4q24	4	4q	641
Fusion_4q24	Fusion	4q24	4	4q	642
Loss_4q23	Loss	4q23	4	4q	643
Gain_4q23	Gain	4q23	4	4q	644
Fusion_4q23	Fusion	4q23	4	4q	645
Loss_4q223	Loss	4q223	4	4q	646
Gain_4q223	Gain	4q223	4	4q	647
Fusion_4q223	Fusion	4q223	4	4q	648
Loss_4q222	Loss	4q222	4	4q	649
Gain_4q222	Gain	4q222	4	4q	650
Fusion_4q222	Fusion	4q222	4	4q	651
Loss_4q221	Loss	4q221	4	4q	652
Gain_4q221	Gain	4q221	4	4q	653
Fusion_4q221	Fusion	4q221	4	4q	654
Loss_4q213	Loss	4q213	4	4q	655
Gain_4q213	Gain	4q213	4	4q	656
Fusion_4q213	Fusion	4q213	4	4q	657
Loss_4q2123	Loss	4q2123	4	4q	658
Gain_4q2123	Gain	4q2123	4	4q	659
Fusion_4q2123	Fusion	4q2123	4	4q	660
Loss_4q2122	Loss	4q2122	4	4q	661
Gain_4q2122	Gain	4q2122	4	4q	662
Fusion_4q2122	Fusion	4q2122	4	4q	663
Loss_4q2121	Loss	4q2121	4	4q	664
Gain_4q2121	Gain	4q2121	4	4q	665
Fusion_4q2121	Fusion	4q2121	4	4q	666
Loss_4q211	Loss	4q211	4	4q	667
Gain_4q211	Gain	4q211	4	4q	668
Fusion_4q211	Fusion	4q211	4	4q	669
Loss_4q133	Loss	4q133	4	4q	670
Gain_4q133	Gain	4q133	4	4q	671
Fusion_4q133	Fusion	4q133	4	4q	672
Loss_4q132	Loss	4q132	4	4q	673
Gain_4q132	Gain	4q132	4	4q	674
Fusion_4q132	Fusion	4q132	4	4q	675
Loss_4q131	Loss	4q131	4	4q	676
Gain_4q131	Gain	4q131	4	4q	677
Fusion_4q131	Fusion	4q131	4	4q	678
Loss_4q12	Loss	4q12	4	4q	679
Gain_4q12	Gain	4q12	4	4q	680
Fusion_4q12	Fusion	4q12	4	4q	681
Loss_4q11	Loss	4q11	4	4q	682
Gain_4q11	Gain	4q11	4	4q	683
Fusion_4q11	Fusion	4q11	4	4q	684
Loss_4q10	Loss	4q10	4	4q	685
Gain_4q10	Gain	4q10	4	4q	686
Fusion_4q10	Fusion	4q10	4	4q	687
Loss_4p10	Loss	4p10	4	4p	688
Gain_4p10	Gain	4p10	4	4p	689
Fusion_4p10	Fusion	4p10	4	4p	690
Loss_4p11	Loss	4p11	4	4p	691
Gain_4p11	Gain	4p11	4	4p	692
Fusion_4p11	Fusion	4p11	4	4p	693
Loss_4p12	Loss	4p12	4	4p	694
Gain_4p12	Gain	4p12	4	4p	695
Fusion_4p12	Fusion	4p12	4	4p	696
Loss_4p13	Loss	4p13	4	4p	697
Gain_4p13	Gain	4p13	4	4p	698
Fusion_4p13	Fusion	4p13	4	4p	699
Loss_4p14	Loss	4p14	4	4p	700
Gain_4p14	Gain	4p14	4	4p	701
Fusion_4p14	Fusion	4p14	4	4p	702
Loss_4p151	Loss	4p151	4	4p	703
Gain_4p151	Gain	4p151	4	4p	704
Fusion_4p151	Fusion	4p151	4	4p	705
Loss_4p152	Loss	4p152	4	4p	706
Gain_4p152	Gain	4p152	4	4p	707
Fusion_4p152	Fusion	4p152	4	4p	708
Loss_4p1531	Loss	4p1531	4	4p	709
Gain_4p1531	Gain	4p1531	4	4p	710
Fusion_4p1531	Fusion	4p1531	4	4p	711
Loss_4p1532	Loss	4p1532	4	4p	712
Gain_4p1532	Gain	4p1532	4	4p	713
Fusion_4p1532	Fusion	4p1532	4	4p	714
Loss_4p1533	Loss	4p1533	4	4p	715
Gain_4p1533	Gain	4p1533	4	4p	716
Fusion_4p1533	Fusion	4p1533	4	4p	717
Loss_4p161	Loss	4p161	4	4p	718
Gain_4p161	Gain	4p161	4	4p	719
Fusion_4p161	Fusion	4p161	4	4p	720
Loss_4p162	Loss	4p162	4	4p	721
Gain_4p162	Gain	4p162	4	4p	722
Fusion_4p162	Fusion	4p162	4	4p	723
Loss_4p163	Loss	4p163	4	4p	724
Gain_4p163	Gain	4p163	4	4p	725
Fusion_4p163	Fusion	4p163	4	4p	726
Loss_5q353	Loss	5q353	5	5q	727
Gain_5q353	Gain	5q353	5	5q	728
Fusion_5q353	Fusion	5q353	5	5q	729
Loss_5q352	Loss	5q352	5	5q	730
Gain_5q352	Gain	5q352	5	5q	731
Fusion_5q352	Fusion	5q352	5	5q	732
Loss_5q351	Loss	5q351	5	5q	733
Gain_5q351	Gain	5q351	5	5q	734
Fusion_5q351	Fusion	5q351	5	5q	735
Loss_5q34	Loss	5q34	5	5q	736
Gain_5q34	Gain	5q34	5	5q	737
Fusion_5q34	Fusion	5q34	5	5q	738
Loss_5q333	Loss	5q333	5	5q	739
Gain_5q333	Gain	5q333	5	5q	740
Fusion_5q333	Fusion	5q333	5	5q	741
Loss_5q332	Loss	5q332	5	5q	742
Gain_5q332	Gain	5q332	5	5q	743
Fusion_5q332	Fusion	5q332	5	5q	744
Loss_5q331	Loss	5q331	5	5q	745
Gain_5q331	Gain	5q331	5	5q	746
Fusion_5q331	Fusion	5q331	5	5q	747
Loss_5q32	Loss	5q32	5	5q	748
Gain_5q32	Gain	5q32	5	5q	749
Fusion_5q32	Fusion	5q32	5	5q	750
Loss_5q313	Loss	5q313	5	5q	751
Gain_5q313	Gain	5q313	5	5q	752
Fusion_5q313	Fusion	5q313	5	5q	753
Loss_5q312	Loss	5q312	5	5q	754
Gain_5q312	Gain	5q312	5	5q	755
Fusion_5q312	Fusion	5q312	5	5q	756
Loss_5q311	Loss	5q311	5	5q	757
Gain_5q311	Gain	5q311	5	5q	758
Fusion_5q311	Fusion	5q311	5	5q	759
Loss_5q233	Loss	5q233	5	5q	760
Gain_5q233	Gain	5q233	5	5q	761
Fusion_5q233	Fusion	5q233	5	5q	762
Loss_5q232	Loss	5q232	5	5q	763
Gain_5q232	Gain	5q232	5	5q	764
Fusion_5q232	Fusion	5q232	5	5q	765
Loss_5q231	Loss	5q231	5	5q	766
Gain_5q231	Gain	5q231	5	5q	767
Fusion_5q231	Fusion	5q231	5	5q	768
Loss_5q223	Loss	5q223	5	5q	769
Gain_5q223	Gain	5q223	5	5q	770
Fusion_5q223	Fusion	5q223	5	5q	771
Loss_5q222	Loss	5q222	5	5q	772
Gain_5q222	Gain	5q222	5	5q	773
Fusion_5q222	Fusion	5q222	5	5q	774
Loss_5q221	Loss	5q221	5	5q	775
Gain_5q221	Gain	5q221	5	5q	776
Fusion_5q221	Fusion	5q221	5	5q	777
Loss_5q213	Loss	5q213	5	5q	778
Gain_5q213	Gain	5q213	5	5q	779
Fusion_5q213	Fusion	5q213	5	5q	780
Loss_5q212	Loss	5q212	5	5q	781
Gain_5q212	Gain	5q212	5	5q	782
Fusion_5q212	Fusion	5q212	5	5q	783
Loss_5q211	Loss	5q211	5	5q	784
Gain_5q211	Gain	5q211	5	5q	785
Fusion_5q211	Fusion	5q211	5	5q	786
Loss_5q15	Loss	5q15	5	5q	787
Gain_5q15	Gain	5q15	5	5q	788
Fusion_5q15	Fusion	5q15	5	5q	789
Loss_5q143	Loss	5q143	5	5q	790
Gain_5q143	Gain	5q143	5	5q	791
Fusion_5q143	Fusion	5q143	5	5q	792
Loss_5q142	Loss	5q142	5	5q	793
Gain_5q142	Gain	5q142	5	5q	794
Fusion_5q142	Fusion	5q142	5	5q	795
Loss_5q141	Loss	5q141	5	5q	796
Gain_5q141	Gain	5q141	5	5q	797
Fusion_5q141	Fusion	5q141	5	5q	798
Loss_5q133	Loss	5q133	5	5q	799
Gain_5q133	Gain	5q133	5	5q	800
Fusion_5q133	Fusion	5q133	5	5q	801
Loss_5q132	Loss	5q132	5	5q	802
Gain_5q132	Gain	5q132	5	5q	803
Fusion_5q132	Fusion	5q132	5	5q	804
Loss_5q131	Loss	5q131	5	5q	805
Gain_5q131	Gain	5q131	5	5q	806
Fusion_5q131	Fusion	5q131	5	5q	807
Loss_5q123	Loss	5q123	5	5q	808
Gain_5q123	Gain	5q123	5	5q	809
Fusion_5q123	Fusion	5q123	5	5q	810
Loss_5q122	Loss	5q122	5	5q	811
Gain_5q122	Gain	5q122	5	5q	812
Fusion_5q122	Fusion	5q122	5	5q	813
Loss_5q121	Loss	5q121	5	5q	814
Gain_5q121	Gain	5q121	5	5q	815
Fusion_5q121	Fusion	5q121	5	5q	816
Loss_5q112	Loss	5q112	5	5q	817
Gain_5q112	Gain	5q112	5	5q	818
Fusion_5q112	Fusion	5q112	5	5q	819
Loss_5q111	Loss	5q111	5	5q	820
Gain_5q111	Gain	5q111	5	5q	821
Fusion_5q111	Fusion	5q111	5	5q	822
Loss_5q10	Loss	5q10	5	5q	823
Gain_5q10	Gain	5q10	5	5q	824
Fusion_5q10	Fusion	5q10	5	5q	825
Loss_5p10	Loss	5p10	5	5p	826
Gain_5p10	Gain	5p10	5	5p	827
Fusion_5p10	Fusion	5p10	5	5p	828
Loss_5p11	Loss	5p11	5	5p	829
Gain_5p11	Gain	5p11	5	5p	830
Fusion_5p11	Fusion	5p11	5	5p	831
Loss_5p12	Loss	5p12	5	5p	832
Gain_5p12	Gain	5p12	5	5p	833
Fusion_5p12	Fusion	5p12	5	5p	834
Loss_5p131	Loss	5p131	5	5p	835
Gain_5p131	Gain	5p131	5	5p	836
Fusion_5p131	Fusion	5p131	5	5p	837
Loss_5p132	Loss	5p132	5	5p	838
Gain_5p132	Gain	5p132	5	5p	839
Fusion_5p132	Fusion	5p132	5	5p	840
Loss_5p133	Loss	5p133	5	5p	841
Gain_5p133	Gain	5p133	5	5p	842
Fusion_5p133	Fusion	5p133	5	5p	843
Loss_5p141	Loss	5p141	5	5p	844
Gain_5p141	Gain	5p141	5	5p	845
Fusion_5p141	Fusion	5p141	5	5p	846
Loss_5p142	Loss	5p142	5	5p	847
Gain_5p142	Gain	5p142	5	5p	848
Fusion_5p142	Fusion	5p142	5	5p	849
Loss_5p143	Loss	5p143	5	5p	850
Gain_5p143	Gain	5p143	5	5p	851
Fusion_5p143	Fusion	5p143	5	5p	852
Loss_5p151	Loss	5p151	5	5p	853
Gain_5p151	Gain	5p151	5	5p	854
Fusion_5p151	Fusion	5p151	5	5p	855
Loss_5p152	Loss	5p152	5	5p	856
Gain_5p152	Gain	5p152	5	5p	857
Fusion_5p152	Fusion	5p152	5	5p	858
Loss_5p1531	Loss	5p1531	5	5p	859
Gain_5p1531	Gain	5p1531	5	5p	860
Fusion_5p1531	Fusion	5p1531	5	5p	861
Loss_5p1532	Loss	5p1532	5	5p	862
Gain_5p1532	Gain	5p1532	5	5p	863
Fusion_5p1532	Fusion	5p1532	5	5p	864
Loss_5p1533	Loss	5p1533	5	5p	865
Gain_5p1533	Gain	5p1533	5	5p	866
Fusion_5p1533	Fusion	5p1533	5	5p	867
Loss_6q27	Loss	6q27	6	6q	868
Gain_6q27	Gain	6q27	6	6q	869
Fusion_6q27	Fusion	6q27	6	6q	870
Loss_6q26	Loss	6q26	6	6q	871
Gain_6q26	Gain	6q26	6	6q	872
Fusion_6q26	Fusion	6q26	6	6q	873
Loss_6q253	Loss	6q253	6	6q	874
Gain_6q253	Gain	6q253	6	6q	875
Fusion_6q253	Fusion	6q253	6	6q	876
Loss_6q252	Loss	6q252	6	6q	877
Gain_6q252	Gain	6q252	6	6q	878
Fusion_6q252	Fusion	6q252	6	6q	879
Loss_6q251	Loss	6q251	6	6q	880
Gain_6q251	Gain	6q251	6	6q	881
Fusion_6q251	Fusion	6q251	6	6q	882
Loss_6q243	Loss	6q243	6	6q	883
Gain_6q243	Gain	6q243	6	6q	884
Fusion_6q243	Fusion	6q243	6	6q	885
Loss_6q242	Loss	6q242	6	6q	886
Gain_6q242	Gain	6q242	6	6q	887
Fusion_6q242	Fusion	6q242	6	6q	888
Loss_6q241	Loss	6q241	6	6q	889
Gain_6q241	Gain	6q241	6	6q	890
Fusion_6q241	Fusion	6q241	6	6q	891
Loss_6q233	Loss	6q233	6	6q	892
Gain_6q233	Gain	6q233	6	6q	893
Fusion_6q233	Fusion	6q233	6	6q	894
Loss_6q232	Loss	6q232	6	6q	895
Gain_6q232	Gain	6q232	6	6q	896
Fusion_6q232	Fusion	6q232	6	6q	897
Loss_6q231	Loss	6q231	6	6q	898
Gain_6q231	Gain	6q231	6	6q	899
Fusion_6q231	Fusion	6q231	6	6q	900
Loss_6q2233	Loss	6q2233	6	6q	901
Gain_6q2233	Gain	6q2233	6	6q	902
Fusion_6q2233	Fusion	6q2233	6	6q	903
Loss_6q2232	Loss	6q2232	6	6q	904
Gain_6q2232	Gain	6q2232	6	6q	905
Fusion_6q2232	Fusion	6q2232	6	6q	906
Loss_6q2231	Loss	6q2231	6	6q	907
Gain_6q2231	Gain	6q2231	6	6q	908
Fusion_6q2231	Fusion	6q2231	6	6q	909
Loss_6q222	Loss	6q222	6	6q	910
Gain_6q222	Gain	6q222	6	6q	911
Fusion_6q222	Fusion	6q222	6	6q	912
Loss_6q221	Loss	6q221	6	6q	913
Gain_6q221	Gain	6q221	6	6q	914
Fusion_6q221	Fusion	6q221	6	6q	915
Loss_6q21	Loss	6q21	6	6q	916
Gain_6q21	Gain	6q21	6	6q	917
Fusion_6q21	Fusion	6q21	6	6q	918
Loss_6q163	Loss	6q163	6	6q	919
Gain_6q163	Gain	6q163	6	6q	920
Fusion_6q163	Fusion	6q163	6	6q	921
Loss_6q162	Loss	6q162	6	6q	922
Gain_6q162	Gain	6q162	6	6q	923
Fusion_6q162	Fusion	6q162	6	6q	924
Loss_6q161	Loss	6q161	6	6q	925
Gain_6q161	Gain	6q161	6	6q	926
Fusion_6q161	Fusion	6q161	6	6q	927
Loss_6q15	Loss	6q15	6	6q	928
Gain_6q15	Gain	6q15	6	6q	929
Fusion_6q15	Fusion	6q15	6	6q	930
Loss_6q143	Loss	6q143	6	6q	931
Gain_6q143	Gain	6q143	6	6q	932
Fusion_6q143	Fusion	6q143	6	6q	933
Loss_6q142	Loss	6q142	6	6q	934
Gain_6q142	Gain	6q142	6	6q	935
Fusion_6q142	Fusion	6q142	6	6q	936
Loss_6q141	Loss	6q141	6	6q	937
Gain_6q141	Gain	6q141	6	6q	938
Fusion_6q141	Fusion	6q141	6	6q	939
Loss_6q13	Loss	6q13	6	6q	940
Gain_6q13	Gain	6q13	6	6q	941
Fusion_6q13	Fusion	6q13	6	6q	942
Loss_6q12	Loss	6q12	6	6q	943
Gain_6q12	Gain	6q12	6	6q	944
Fusion_6q12	Fusion	6q12	6	6q	945
Loss_6q112	Loss	6q112	6	6q	946
Gain_6q112	Gain	6q112	6	6q	947
Fusion_6q112	Fusion	6q112	6	6q	948
Loss_6q111	Loss	6q111	6	6q	949
Gain_6q111	Gain	6q111	6	6q	950
Fusion_6q111	Fusion	6q111	6	6q	951
Loss_6q10	Loss	6q10	6	6q	952
Gain_6q10	Gain	6q10	6	6q	953
Fusion_6q10	Fusion	6q10	6	6q	954
Loss_6p10	Loss	6p10	6	6p	955
Gain_6p10	Gain	6p10	6	6p	956
Fusion_6p10	Fusion	6p10	6	6p	957
Loss_6p111	Loss	6p111	6	6p	958
Gain_6p111	Gain	6p111	6	6p	959
Fusion_6p111	Fusion	6p111	6	6p	960
Loss_6p112	Loss	6p112	6	6p	961
Gain_6p112	Gain	6p112	6	6p	962
Fusion_6p112	Fusion	6p112	6	6p	963
Loss_6p121	Loss	6p121	6	6p	964
Gain_6p121	Gain	6p121	6	6p	965
Fusion_6p121	Fusion	6p121	6	6p	966
Loss_6p122	Loss	6p122	6	6p	967
Gain_6p122	Gain	6p122	6	6p	968
Fusion_6p122	Fusion	6p122	6	6p	969
Loss_6p123	Loss	6p123	6	6p	970
Gain_6p123	Gain	6p123	6	6p	971
Fusion_6p123	Fusion	6p123	6	6p	972
Loss_6p211	Loss	6p211	6	6p	973
Gain_6p211	Gain	6p211	6	6p	974
Fusion_6p211	Fusion	6p211	6	6p	975
Loss_6p212	Loss	6p212	6	6p	976
Gain_6p212	Gain	6p212	6	6p	977
Fusion_6p212	Fusion	6p212	6	6p	978
Loss_6p2131	Loss	6p2131	6	6p	979
Gain_6p2131	Gain	6p2131	6	6p	980
Fusion_6p2131	Fusion	6p2131	6	6p	981
Loss_6p2132	Loss	6p2132	6	6p	982
Gain_6p2132	Gain	6p2132	6	6p	983
Fusion_6p2132	Fusion	6p2132	6	6p	984
Loss_6p2133	Loss	6p2133	6	6p	985
Gain_6p2133	Gain	6p2133	6	6p	986
Fusion_6p2133	Fusion	6p2133	6	6p	987
Loss_6p221	Loss	6p221	6	6p	988
Gain_6p221	Gain	6p221	6	6p	989
Fusion_6p221	Fusion	6p221	6	6p	990
Loss_6p222	Loss	6p222	6	6p	991
Gain_6p222	Gain	6p222	6	6p	992
Fusion_6p222	Fusion	6p222	6	6p	993
Loss_6p223	Loss	6p223	6	6p	994
Gain_6p223	Gain	6p223	6	6p	995
Fusion_6p223	Fusion	6p223	6	6p	996
Loss_6p23	Loss	6p23	6	6p	997
Gain_6p23	Gain	6p23	6	6p	998
Fusion_6p23	Fusion	6p23	6	6p	999
Loss_6p241	Loss	6p241	6	6p	1000
Gain_6p241	Gain	6p241	6	6p	1001
Fusion_6p241	Fusion	6p241	6	6p	1002
Loss_6p242	Loss	6p242	6	6p	1003
Gain_6p242	Gain	6p242	6	6p	1004
Fusion_6p242	Fusion	6p242	6	6p	1005
Loss_6p243	Loss	6p243	6	6p	1006
Gain_6p243	Gain	6p243	6	6p	1007
Fusion_6p243	Fusion	6p243	6	6p	1008
Loss_6p251	Loss	6p251	6	6p	1009
Gain_6p251	Gain	6p251	6	6p	1010
Fusion_6p251	Fusion	6p251	6	6p	1011
Loss_6p252	Loss	6p252	6	6p	1012
Gain_6p252	Gain	6p252	6	6p	1013
Fusion_6p252	Fusion	6p252	6	6p	1014
Loss_6p253	Loss	6p253	6	6p	1015
Gain_6p253	Gain	6p253	6	6p	1016
Fusion_6p253	Fusion	6p253	6	6p	1017
Loss_7q363	Loss	7q363	7	7q	1018
Gain_7q363	Gain	7q363	7	7q	1019
Fusion_7q363	Fusion	7q363	7	7q	1020
Loss_7q362	Loss	7q362	7	7q	1021
Gain_7q362	Gain	7q362	7	7q	1022
Fusion_7q362	Fusion	7q362	7	7q	1023
Loss_7q361	Loss	7q361	7	7q	1024
Gain_7q361	Gain	7q361	7	7q	1025
Fusion_7q361	Fusion	7q361	7	7q	1026
Loss_7q35	Loss	7q35	7	7q	1027
Gain_7q35	Gain	7q35	7	7q	1028
Fusion_7q35	Fusion	7q35	7	7q	1029
Loss_7q34	Loss	7q34	7	7q	1030
Gain_7q34	Gain	7q34	7	7q	1031
Fusion_7q34	Fusion	7q34	7	7q	1032
Loss_7q33	Loss	7q33	7	7q	1033
Gain_7q33	Gain	7q33	7	7q	1034
Fusion_7q33	Fusion	7q33	7	7q	1035
Loss_7q323	Loss	7q323	7	7q	1036
Gain_7q323	Gain	7q323	7	7q	1037
Fusion_7q323	Fusion	7q323	7	7q	1038
Loss_7q322	Loss	7q322	7	7q	1039
Gain_7q322	Gain	7q322	7	7q	1040
Fusion_7q322	Fusion	7q322	7	7q	1041
Loss_7q321	Loss	7q321	7	7q	1042
Gain_7q321	Gain	7q321	7	7q	1043
Fusion_7q321	Fusion	7q321	7	7q	1044
Loss_7q3133	Loss	7q3133	7	7q	1045
Gain_7q3133	Gain	7q3133	7	7q	1046
Fusion_7q3133	Fusion	7q3133	7	7q	1047
Loss_7q3132	Loss	7q3132	7	7q	1048
Gain_7q3132	Gain	7q3132	7	7q	1049
Fusion_7q3132	Fusion	7q3132	7	7q	1050
Loss_7q3131	Loss	7q3131	7	7q	1051
Gain_7q3131	Gain	7q3131	7	7q	1052
Fusion_7q3131	Fusion	7q3131	7	7q	1053
Loss_7q312	Loss	7q312	7	7q	1054
Gain_7q312	Gain	7q312	7	7q	1055
Fusion_7q312	Fusion	7q312	7	7q	1056
Loss_7q311	Loss	7q311	7	7q	1057
Gain_7q311	Gain	7q311	7	7q	1058
Fusion_7q311	Fusion	7q311	7	7q	1059
Loss_7q223	Loss	7q223	7	7q	1060
Gain_7q223	Gain	7q223	7	7q	1061
Fusion_7q223	Fusion	7q223	7	7q	1062
Loss_7q222	Loss	7q222	7	7q	1063
Gain_7q222	Gain	7q222	7	7q	1064
Fusion_7q222	Fusion	7q222	7	7q	1065
Loss_7q221	Loss	7q221	7	7q	1066
Gain_7q221	Gain	7q221	7	7q	1067
Fusion_7q221	Fusion	7q221	7	7q	1068
Loss_7q213	Loss	7q213	7	7q	1069
Gain_7q213	Gain	7q213	7	7q	1070
Fusion_7q213	Fusion	7q213	7	7q	1071
Loss_7q212	Loss	7q212	7	7q	1072
Gain_7q212	Gain	7q212	7	7q	1073
Fusion_7q212	Fusion	7q212	7	7q	1074
Loss_7q2113	Loss	7q2113	7	7q	1075
Gain_7q2113	Gain	7q2113	7	7q	1076
Fusion_7q2113	Fusion	7q2113	7	7q	1077
Loss_7q2112	Loss	7q2112	7	7q	1078
Gain_7q2112	Gain	7q2112	7	7q	1079
Fusion_7q2112	Fusion	7q2112	7	7q	1080
Loss_7q2111	Loss	7q2111	7	7q	1081
Gain_7q2111	Gain	7q2111	7	7q	1082
Fusion_7q2111	Fusion	7q2111	7	7q	1083
Loss_7q1123	Loss	7q1123	7	7q	1084
Gain_7q1123	Gain	7q1123	7	7q	1085
Fusion_7q1123	Fusion	7q1123	7	7q	1086
Loss_7q1122	Loss	7q1122	7	7q	1087
Gain_7q1122	Gain	7q1122	7	7q	1088
Fusion_7q1122	Fusion	7q1122	7	7q	1089
Loss_7q1121	Loss	7q1121	7	7q	1090
Gain_7q1121	Gain	7q1121	7	7q	1091
Fusion_7q1121	Fusion	7q1121	7	7q	1092
Loss_7q111	Loss	7q111	7	7q	1093
Gain_7q111	Gain	7q111	7	7q	1094
Fusion_7q111	Fusion	7q111	7	7q	1095
Loss_7q10	Loss	7q10	7	7q	1096
Gain_7q10	Gain	7q10	7	7q	1097
Fusion_7q10	Fusion	7q10	7	7q	1098
Loss_7p10	Loss	7p10	7	7p	1099
Gain_7p10	Gain	7p10	7	7p	1100
Fusion_7p10	Fusion	7p10	7	7p	1101
Loss_7p111	Loss	7p111	7	7p	1102
Gain_7p111	Gain	7p111	7	7p	1103
Fusion_7p111	Fusion	7p111	7	7p	1104
Loss_7p112	Loss	7p112	7	7p	1105
Gain_7p112	Gain	7p112	7	7p	1106
Fusion_7p112	Fusion	7p112	7	7p	1107
Loss_7p121	Loss	7p121	7	7p	1108
Gain_7p121	Gain	7p121	7	7p	1109
Fusion_7p121	Fusion	7p121	7	7p	1110
Loss_7p122	Loss	7p122	7	7p	1111
Gain_7p122	Gain	7p122	7	7p	1112
Fusion_7p122	Fusion	7p122	7	7p	1113
Loss_7p123	Loss	7p123	7	7p	1114
Gain_7p123	Gain	7p123	7	7p	1115
Fusion_7p123	Fusion	7p123	7	7p	1116
Loss_7p13	Loss	7p13	7	7p	1117
Gain_7p13	Gain	7p13	7	7p	1118
Fusion_7p13	Fusion	7p13	7	7p	1119
Loss_7p141	Loss	7p141	7	7p	1120
Gain_7p141	Gain	7p141	7	7p	1121
Fusion_7p141	Fusion	7p141	7	7p	1122
Loss_7p142	Loss	7p142	7	7p	1123
Gain_7p142	Gain	7p142	7	7p	1124
Fusion_7p142	Fusion	7p142	7	7p	1125
Loss_7p143	Loss	7p143	7	7p	1126
Gain_7p143	Gain	7p143	7	7p	1127
Fusion_7p143	Fusion	7p143	7	7p	1128
Loss_7p151	Loss	7p151	7	7p	1129
Gain_7p151	Gain	7p151	7	7p	1130
Fusion_7p151	Fusion	7p151	7	7p	1131
Loss_7p152	Loss	7p152	7	7p	1132
Gain_7p152	Gain	7p152	7	7p	1133
Fusion_7p152	Fusion	7p152	7	7p	1134
Loss_7p153	Loss	7p153	7	7p	1135
Gain_7p153	Gain	7p153	7	7p	1136
Fusion_7p153	Fusion	7p153	7	7p	1137
Loss_7p211	Loss	7p211	7	7p	1138
Gain_7p211	Gain	7p211	7	7p	1139
Fusion_7p211	Fusion	7p211	7	7p	1140
Loss_7p212	Loss	7p212	7	7p	1141
Gain_7p212	Gain	7p212	7	7p	1142
Fusion_7p212	Fusion	7p212	7	7p	1143
Loss_7p213	Loss	7p213	7	7p	1144
Gain_7p213	Gain	7p213	7	7p	1145
Fusion_7p213	Fusion	7p213	7	7p	1146
Loss_7p221	Loss	7p221	7	7p	1147
Gain_7p221	Gain	7p221	7	7p	1148
Fusion_7p221	Fusion	7p221	7	7p	1149
Loss_7p222	Loss	7p222	7	7p	1150
Gain_7p222	Gain	7p222	7	7p	1151
Fusion_7p222	Fusion	7p222	7	7p	1152
Loss_7p223	Loss	7p223	7	7p	1153
Gain_7p223	Gain	7p223	7	7p	1154
Fusion_7p223	Fusion	7p223	7	7p	1155
Loss_8q243	Loss	8q243	8	8q	1156
Gain_8q243	Gain	8q243	8	8q	1157
Fusion_8q243	Fusion	8q243	8	8q	1158
Loss_8q2423	Loss	8q2423	8	8q	1159
