Label	Type	Band	Chr	Arm	Index
Gain_12q212	Gain	12q212	12	12q	1712
Fusion_12q212	Fusion	12q212	12	12q	1713
Loss_12q211	Loss	12q211	12	12q	1714
Gain_12q211	Gain	12q211	12	12q	1715
Fusion_12q211	Fusion	12q211	12	12q	1716
Loss_12q15	Loss	12q15	12	12q	1717
Gain_12q15	Gain	12q15	12	12q	1718
Fusion_12q15	Fusion	12q15	12	12q	1719
Loss_12q143	Loss	12q143	12	12q	1720
Gain_12q143	Gain	12q143	12	12q	1721
Fusion_12q143	Fusion	12q143	12	12q	1722
Loss_12q142	Loss	12q142	12	12q	1723
Gain_12q142	Gain	12q142	12	12q	1724
Fusion_12q142	Fusion	12q142	12	12q	1725
Loss_12q141	Loss	12q141	12	12q	1726
Gain_12q141	Gain	12q141	12	12q	1727
Fusion_12q141	Fusion	12q141	12	12q	1728
Loss_12q133	Loss	12q133	12	12q	1729
Gain_12q133	Gain	12q133	12	12q	1730
Fusion_12q133	Fusion	12q133	12	12q	1731
Loss_12q132	Loss	12q132	12	12q	1732
Gain_12q132	Gain	12q132	12	12q	1733
Fusion_12q132	Fusion	12q132	12	12q	1734
Loss_12q1313	Loss	12q1313	12	12q	1735
Gain_12q1313	Gain	12q1313	12	12q	1736
Fusion_12q1313	Fusion	12q1313	12	12q	1737
Loss_12q1312	Loss	12q1312	12	12q	1738
Gain_12q1312	Gain	12q1312	12	12q	1739
Fusion_12q1312	Fusion	12q1312	12	12q	1740
Loss_12q1311	Loss	12q1311	12	12q	1741
Gain_12q1311	Gain	12q1311	12	12q	1742
Fusion_12q1311	Fusion	12q1311	12	12q	1743
Loss_12q12	Loss	12q12	12	12q	1744
Gain_12q12	Gain	12q12	12	12q	1745
Fusion_12q12	Fusion	12q12	12	12q	1746
Loss_12q11	Loss	12q11	12	12q	1747
Gain_12q11	Gain	12q11	12	12q	1748
Fusion_12q11	Fusion	12q11	12	12q	1749
Loss_12q10	Loss	12q10	12	12q	1750
Gain_12q10	Gain	12q10	12	12q	1751
Fusion_12q10	Fusion	12q10	12	12q	1752
Loss_12p10	Loss	12p10	12	12p	1753
Gain_12p10	Gain	12p10	12	12p	1754
Fusion_12p10	Fusion	12p10	12	12p	1755
Loss_12p111	Loss	12p111	12	12p	1756
Gain_12p111	Gain	12p111	12	12p	1757
Fusion_12p111	Fusion	12p111	12	12p	1758
Loss_12p1121	Loss	12p1121	12	12p	1759
Gain_12p1121	Gain	12p1121	12	12p	1760
Fusion_12p1121	Fusion	12p1121	12	12p	1761
Loss_12p1122	Loss	12p1122	12	12p	1762
Gain_12p1122	Gain	12p1122	12	12p	1763
Fusion_12p1122	Fusion	12p1122	12	12p	1764
Loss_12p1123	Loss	12p1123	12	12p	1765
Gain_12p1123	Gain	12p1123	12	12p	1766
Fusion_12p1123	Fusion	12p1123	12	12p	1767
Loss_12p121	Loss	12p121	12	12p	1768
Gain_12p121	Gain	12p121	12	12p	1769
Fusion_12p121	Fusion	12p121	12	12p	1770
Loss_12p122	Loss	12p122	12	12p	1771
Gain_12p122	Gain	12p122	12	12p	1772
Fusion_12p122	Fusion	12p122	12	12p	1773
Loss_12p123	Loss	12p123	12	12p	1774
Gain_12p123	Gain	12p123	12	12p	1775
Fusion_12p123	Fusion	12p123	12	12p	1776
Loss_12p131	Loss	12p131	12	12p	1777
Gain_12p131	Gain	12p131	12	12p	1778
Fusion_12p131	Fusion	12p131	12	12p	1779
Loss_12p132	Loss	12p132	12	12p	1780
Gain_12p132	Gain	12p132	12	12p	1781
Fusion_12p132	Fusion	12p132	12	12p	1782
Loss_12p1331	Loss	12p1331	12	12p	1783
Gain_12p1331	Gain	12p1331	12	12p	1784
Fusion_12p1331	Fusion	12p1331	12	12p	1785
Loss_12p1332	Loss	12p1332	12	12p	1786
Gain_12p1332	Gain	12p1332	12	12p	1787
Fusion_12p1332	Fusion	12p1332	12	12p	1788
Loss_12p1333	Loss	12p1333	12	12p	1789
Gain_12p1333	Gain	12p1333	12	12p	1790
Fusion_12p1333	Fusion	12p1333	12	12p	1791
Loss_13q34	Loss	13q34	13	13q	1792
Gain_13q34	Gain	13q34	13	13q	1793
Fusion_13q34	Fusion	13q34	13	13q	1794
Loss_13q333	Loss	13q333	13	13q	1795
Gain_13q333	Gain	13q333	13	13q	1796
Fusion_13q333	Fusion	13q333	13	13q	1797
Loss_13q332	Loss	13q332	13	13q	1798
Gain_13q332	Gain	13q332	13	13q	1799
Fusion_13q332	Fusion	13q332	13	13q	1800
Loss_13q331	Loss	13q331	13	13q	1801
Gain_13q331	Gain	13q331	13	13q	1802
Fusion_13q331	Fusion	13q331	13	13q	1803
Loss_13q323	Loss	13q323	13	13q	1804
Gain_13q323	Gain	13q323	13	13q	1805
Fusion_13q323	Fusion	13q323	13	13q	1806
Loss_13q322	Loss	13q322	13	13q	1807
Gain_13q322	Gain	13q322	13	13q	1808
Fusion_13q322	Fusion	13q322	13	13q	1809
Loss_13q321	Loss	13q321	13	13q	1810
Gain_13q321	Gain	13q321	13	13q	1811
Fusion_13q321	Fusion	13q321	13	13q	1812
Loss_13q313	Loss	13q313	13	13q	1813
Gain_13q313	Gain	13q313	13	13q	1814
Fusion_13q313	Fusion	13q313	13	13q	1815
Loss_13q312	Loss	13q312	13	13q	1816
Gain_13q312	Gain	13q312	13	13q	1817
Fusion_13q312	Fusion	13q312	13	13q	1818
Loss_13q311	Loss	13q311	13	13q	1819
Gain_13q311	Gain	13q311	13	13q	1820
Fusion_13q311	Fusion	13q311	13	13q	1821
Loss_13q223	Loss	13q223	13	13q	1822
Gain_13q223	Gain	13q223	13	13q	1823
Fusion_13q223	Fusion	13q223	13	13q	1824
Loss_13q222	Loss	13q222	13	13q	1825
Gain_13q222	Gain	13q222	13	13q	1826
Fusion_13q222	Fusion	13q222	13	13q	1827
Loss_13q221	Loss	13q221	13	13q	1828
Gain_13q221	Gain	13q221	13	13q	1829
Fusion_13q221	Fusion	13q221	13	13q	1830
Loss_13q2133	Loss	13q2133	13	13q	1831
Gain_13q2133	Gain	13q2133	13	13q	1832
Fusion_13q2133	Fusion	13q2133	13	13q	1833
Loss_13q2132	Loss	13q2132	13	13q	1834
Gain_13q2132	Gain	13q2132	13	13q	1835
Fusion_13q2132	Fusion	13q2132	13	13q	1836
Loss_13q2131	Loss	13q2131	13	13q	1837
Gain_13q2131	Gain	13q2131	13	13q	1838
Fusion_13q2131	Fusion	13q2131	13	13q	1839
Loss_13q212	Loss	13q212	13	13q	1840
Gain_13q212	Gain	13q212	13	13q	1841
Fusion_13q212	Fusion	13q212	13	13q	1842
Loss_13q211	Loss	13q211	13	13q	1843
Gain_13q211	Gain	13q211	13	13q	1844
Fusion_13q211	Fusion	13q211	13	13q	1845
Loss_13q143	Loss	13q143	13	13q	1846
Gain_13q143	Gain	13q143	13	13q	1847
Fusion_13q143	Fusion	13q143	13	13q	1848
Loss_13q142	Loss	13q142	13	13q	1849
Gain_13q142	Gain	13q142	13	13q	1850
Fusion_13q142	Fusion	13q142	13	13q	1851
Loss_13q1413	Loss	13q1413	13	13q	1852
Gain_13q1413	Gain	13q1413	13	13q	1853
Fusion_13q1413	Fusion	13q1413	13	13q	1854
Loss_13q1412	Loss	13q1412	13	13q	1855
Gain_13q1412	Gain	13q1412	13	13q	1856
Fusion_13q1412	Fusion	13q1412	13	13q	1857
Loss_13q1411	Loss	13q1411	13	13q	1858
Gain_13q1411	Gain	13q1411	13	13q	1859
Fusion_13q1411	Fusion	13q1411	13	13q	1860
Loss_13q133	Loss	13q133	13	13q	1861
Gain_13q133	Gain	13q133	13	13q	1862
Fusion_13q133	Fusion	13q133	13	13q	1863
Loss_13q132	Loss	13q132	13	13q	1864
Gain_13q132	Gain	13q132	13	13q	1865
Fusion_13q132	Fusion	13q132	13	13q	1866
Loss_13q131	Loss	13q131	13	13q	1867
Gain_13q131	Gain	13q131	13	13q	1868
Fusion_13q131	Fusion	13q131	13	13q	1869
Loss_13q123	Loss	13q123	13	13q	1870
Gain_13q123	Gain	13q123	13	13q	1871
Fusion_13q123	Fusion	13q123	13	13q	1872
Loss_13q122	Loss	13q122	13	13q	1873
Gain_13q122	Gain	13q122	13	13q	1874
Fusion_13q122	Fusion	13q122	13	13q	1875
Loss_13q1213	Loss	13q1213	13	13q	1876
Gain_13q1213	Gain	13q1213	13	13q	1877
Fusion_13q1213	Fusion	13q1213	13	13q	1878
Loss_13q1212	Loss	13q1212	13	13q	1879
Gain_13q1212	Gain	13q1212	13	13q	1880
Fusion_13q1212	Fusion	13q1212	13	13q	1881
Loss_13q1211	Loss	13q1211	13	13q	1882
Gain_13q1211	Gain	13q1211	13	13q	1883
Fusion_13q1211	Fusion	13q1211	13	13q	1884
Loss_13q11	Loss	13q11	13	13q	1885
Gain_13q11	Gain	13q11	13	13q	1886
Fusion_13q11	Fusion	13q11	13	13q	1887
Loss_13q10	Loss	13q10	13	13q	1888
Gain_13q10	Gain	13q10	13	13q	1889
Fusion_13q10	Fusion	13q10	13	13q	1890
Loss_13p10	Loss	13p10	13	13p	1891
Gain_13p10	Gain	13p10	13	13p	1892
Fusion_13p10	Fusion	13p10	13	13p	1893
Loss_13p111	Loss	13p111	13	13p	1894
Gain_13p111	Gain	13p111	13	13p	1895
Fusion_13p111	Fusion	13p111	13	13p	1896
Loss_13p112	Loss	13p112	13	13p	1897
Gain_13p112	Gain	13p112	13	13p	1898
Fusion_13p112	Fusion	13p112	13	13p	1899
Loss_13p12	Loss	13p12	13	13p	1900
Gain_13p12	Gain	13p12	13	13p	1901
Fusion_13p12	Fusion	13p12	13	13p	1902
Loss_13p13	Loss	13p13	13	13p	1903
Gain_13p13	Gain	13p13	13	13p	1904
Fusion_13p13	Fusion	13p13	13	13p	1905
Loss_14q3233	Loss	14q3233	14	14q	1906
Gain_14q3233	Gain	14q3233	14	14q	1907
Fusion_14q3233	Fusion	14q3233	14	14q	1908
Loss_14q3232	Loss	14q3232	14	14q	1909
Gain_14q3232	Gain	14q3232	14	14q	1910
Fusion_14q3232	Fusion	14q3232	14	14q	1911
Loss_14q3231	Loss	14q3231	14	14q	1912
Gain_14q3231	Gain	14q3231	14	14q	1913
Fusion_14q3231	Fusion	14q3231	14	14q	1914
Loss_14q322	Loss	14q322	14	14q	1915
Gain_14q322	Gain	14q322	14	14q	1916
Fusion_14q322	Fusion	14q322	14	14q	1917
Loss_14q3213	Loss	14q3213	14	14q	1918
Gain_14q3213	Gain	14q3213	14	14q	1919
Fusion_14q3213	Fusion	14q3213	14	14q	1920
Loss_14q3212	Loss	14q3212	14	14q	1921
Gain_14q3212	Gain	14q3212	14	14q	1922
Fusion_14q3212	Fusion	14q3212	14	14q	1923
Loss_14q3211	Loss	14q3211	14	14q	1924
Gain_14q3211	Gain	14q3211	14	14q	1925
Fusion_14q3211	Fusion	14q3211	14	14q	1926
Loss_14q313	Loss	14q313	14	14q	1927
Gain_14q313	Gain	14q313	14	14q	1928
Fusion_14q313	Fusion	14q313	14	14q	1929
Loss_14q312	Loss	14q312	14	14q	1930
Gain_14q312	Gain	14q312	14	14q	1931
Fusion_14q312	Fusion	14q312	14	14q	1932
Loss_14q311	Loss	14q311	14	14q	1933
Gain_14q311	Gain	14q311	14	14q	1934
Fusion_14q311	Fusion	14q311	14	14q	1935
Loss_14q243	Loss	14q243	14	14q	1936
Gain_14q243	Gain	14q243	14	14q	1937
Fusion_14q243	Fusion	14q243	14	14q	1938
Loss_14q242	Loss	14q242	14	14q	1939
Gain_14q242	Gain	14q242	14	14q	1940
Fusion_14q242	Fusion	14q242	14	14q	1941
Loss_14q241	Loss	14q241	14	14q	1942
Gain_14q241	Gain	14q241	14	14q	1943
Fusion_14q241	Fusion	14q241	14	14q	1944
Loss_14q233	Loss	14q233	14	14q	1945
Gain_14q233	Gain	14q233	14	14q	1946
Fusion_14q233	Fusion	14q233	14	14q	1947
Loss_14q232	Loss	14q232	14	14q	1948
Gain_14q232	Gain	14q232	14	14q	1949
Fusion_14q232	Fusion	14q232	14	14q	1950
Loss_14q231	Loss	14q231	14	14q	1951
Gain_14q231	Gain	14q231	14	14q	1952
Fusion_14q231	Fusion	14q231	14	14q	1953
Loss_14q223	Loss	14q223	14	14q	1954
Gain_14q223	Gain	14q223	14	14q	1955
Fusion_14q223	Fusion	14q223	14	14q	1956
Loss_14q222	Loss	14q222	14	14q	1957
Gain_14q222	Gain	14q222	14	14q	1958
Fusion_14q222	Fusion	14q222	14	14q	1959
Loss_14q221	Loss	14q221	14	14q	1960
Gain_14q221	Gain	14q221	14	14q	1961
Fusion_14q221	Fusion	14q221	14	14q	1962
Loss_14q213	Loss	14q213	14	14q	1963
Gain_14q213	Gain	14q213	14	14q	1964
Fusion_14q213	Fusion	14q213	14	14q	1965
Loss_14q212	Loss	14q212	14	14q	1966
Gain_14q212	Gain	14q212	14	14q	1967
Fusion_14q212	Fusion	14q212	14	14q	1968
Loss_14q211	Loss	14q211	14	14q	1969
Gain_14q211	Gain	14q211	14	14q	1970
Fusion_14q211	Fusion	14q211	14	14q	1971
Loss_14q133	Loss	14q133	14	14q	1972
Gain_14q133	Gain	14q133	14	14q	1973
Fusion_14q133	Fusion	14q133	14	14q	1974
Loss_14q132	Loss	14q132	14	14q	1975
Gain_14q132	Gain	14q132	14	14q	1976
Fusion_14q132	Fusion	14q132	14	14q	1977
Loss_14q131	Loss	14q131	14	14q	1978
Gain_14q131	Gain	14q131	14	14q	1979
Fusion_14q131	Fusion	14q131	14	14q	1980
Loss_14q12	Loss	14q12	14	14q	1981
Gain_14q12	Gain	14q12	14	14q	1982
Fusion_14q12	Fusion	14q12	14	14q	1983
Loss_14q112	Loss	14q112	14	14q	1984
Gain_14q112	Gain	14q112	14	14q	1985
Fusion_14q112	Fusion	14q112	14	14q	1986
Loss_14q111	Loss	14q111	14	14q	1987
Gain_14q111	Gain	14q111	14	14q	1988
Fusion_14q111	Fusion	14q111	14	14q	1989
Loss_14q10	Loss	14q10	14	14q	1990
Gain_14q10	Gain	14q10	14	14q	1991
Fusion_14q10	Fusion	14q10	14	14q	1992
Loss_14p10	Loss	14p10	14	14p	1993
Gain_14p10	Gain	14p10	14	14p	1994
Fusion_14p10	Fusion	14p10	14	14p	1995
Loss_14p111	Loss	14p111	14	14p	1996
Gain_14p111	Gain	14p111	14	14p	1997
Fusion_14p111	Fusion	14p111	14	14p	1998
Loss_14p112	Loss	14p112	14	14p	1999
Gain_14p112	Gain	14p112	14	14p	2000
Fusion_14p112	Fusion	14p112	14	14p	2001
Loss_14p12	Loss	14p12	14	14p	2002
Gain_14p12	Gain	14p12	14	14p	2003
Fusion_14p12	Fusion	14p12	14	14p	2004
Loss_14p13	Loss	14p13	14	14p	2005
Gain_14p13	Gain	14p13	14	14p	2006
Fusion_14p13	Fusion	14p13	14	14p	2007
Loss_15q263	Loss	15q263	15	15q	2008
Gain_15q263	Gain	15q263	15	15q	2009
Fusion_15q263	Fusion	15q263	15	15q	2010
Loss_15q262	Loss	15q262	15	15q	2011
Gain_15q262	Gain	15q262	15	15q	2012
Fusion_15q262	Fusion	15q262	15	15q	2013
Loss_15q261	Loss	15q261	15	15q	2014
Gain_15q261	Gain	15q261	15	15q	2015
Fusion_15q261	Fusion	15q261	15	15q	2016
Loss_15q253	Loss	15q253	15	15q	2017
Gain_15q253	Gain	15q253	15	15q	2018
Fusion_15q253	Fusion	15q253	15	15q	2019
Loss_15q252	Loss	15q252	15	15q	2020
Gain_15q252	Gain	15q252	15	15q	2021
Fusion_15q252	Fusion	15q252	15	15q	2022
Loss_15q251	Loss	15q251	15	15q	2023
Gain_15q251	Gain	15q251	15	15q	2024
Fusion_15q251	Fusion	15q251	15	15q	2025
Loss_15q243	Loss	15q243	15	15q	2026
Gain_15q243	Gain	15q243	15	15q	2027
Fusion_15q243	Fusion	15q243	15	15q	2028
Loss_15q242	Loss	15q242	15	15q	2029
Gain_15q242	Gain	15q242	15	15q	2030
Fusion_15q242	Fusion	15q242	15	15q	2031
Loss_15q241	Loss	15q241	15	15q	2032
Gain_15q241	Gain	15q241	15	15q	2033
Fusion_15q241	Fusion	15q241	15	15q	2034
Loss_15q23	Loss	15q23	15	15q	2035
Gain_15q23	Gain	15q23	15	15q	2036
Fusion_15q23	Fusion	15q23	15	15q	2037
Loss_15q2233	Loss	15q2233	15	15q	2038
Gain_15q2233	Gain	15q2233	15	15q	2039
Fusion_15q2233	Fusion	15q2233	15	15q	2040
Loss_15q2232	Loss	15q2232	15	15q	2041
Gain_15q2232	Gain	15q2232	15	15q	2042
Fusion_15q2232	Fusion	15q2232	15	15q	2043
Loss_15q2231	Loss	15q2231	15	15q	2044
Gain_15q2231	Gain	15q2231	15	15q	2045
Fusion_15q2231	Fusion	15q2231	15	15q	2046
Loss_15q222	Loss	15q222	15	15q	2047
Gain_15q222	Gain	15q222	15	15q	2048
Fusion_15q222	Fusion	15q222	15	15q	2049
Loss_15q221	Loss	15q221	15	15q	2050
Gain_15q221	Gain	15q221	15	15q	2051
Fusion_15q221	Fusion	15q221	15	15q	2052
Loss_15q213	Loss	15q213	15	15q	2053
Gain_15q213	Gain	15q213	15	15q	2054
Fusion_15q213	Fusion	15q213	15	15q	2055
Loss_15q212	Loss	15q212	15	15q	2056
Gain_15q212	Gain	15q212	15	15q	2057
Fusion_15q212	Fusion	15q212	15	15q	2058
Loss_15q211	Loss	15q211	15	15q	2059
Gain_15q211	Gain	15q211	15	15q	2060
Fusion_15q211	Fusion	15q211	15	15q	2061
Loss_15q153	Loss	15q153	15	15q	2062
Gain_15q153	Gain	15q153	15	15q	2063
Fusion_15q153	Fusion	15q153	15	15q	2064
Loss_15q152	Loss	15q152	15	15q	2065
Gain_15q152	Gain	15q152	15	15q	2066
Fusion_15q152	Fusion	15q152	15	15q	2067
Loss_15q151	Loss	15q151	15	15q	2068
Gain_15q151	Gain	15q151	15	15q	2069
Fusion_15q151	Fusion	15q151	15	15q	2070
Loss_15q14	Loss	15q14	15	15q	2071
Gain_15q14	Gain	15q14	15	15q	2072
Fusion_15q14	Fusion	15q14	15	15q	2073
Loss_15q133	Loss	15q133	15	15q	2074
Gain_15q133	Gain	15q133	15	15q	2075
Fusion_15q133	Fusion	15q133	15	15q	2076
Loss_15q132	Loss	15q132	15	15q	2077
Gain_15q132	Gain	15q132	15	15q	2078
Fusion_15q132	Fusion	15q132	15	15q	2079
Loss_15q131	Loss	15q131	15	15q	2080
Gain_15q131	Gain	15q131	15	15q	2081
Fusion_15q131	Fusion	15q131	15	15q	2082
Loss_15q12	Loss	15q12	15	15q	2083
Gain_15q12	Gain	15q12	15	15q	2084
Fusion_15q12	Fusion	15q12	15	15q	2085
Loss_15q112	Loss	15q112	15	15q	2086
Gain_15q112	Gain	15q112	15	15q	2087
Fusion_15q112	Fusion	15q112	15	15q	2088
Loss_15q111	Loss	15q111	15	15q	2089
Gain_15q111	Gain	15q111	15	15q	2090
Fusion_15q111	Fusion	15q111	15	15q	2091
Loss_15q10	Loss	15q10	15	15q	2092
Gain_15q10	Gain	15q10	15	15q	2093
Fusion_15q10	Fusion	15q10	15	15q	2094
Loss_15p10	Loss	15p10	15	15p	2095
Gain_15p10	Gain	15p10	15	15p	2096
Fusion_15p10	Fusion	15p10	15	15p	2097
Loss_15p111	Loss	15p111	15	15p	2098
Gain_15p111	Gain	15p111	15	15p	2099
Fusion_15p111	Fusion	15p111	15	15p	2100
Loss_15p112	Loss	15p112	15	15p	2101
Gain_15p112	Gain	15p112	15	15p	2102
Fusion_15p112	Fusion	15p112	15	15p	2103
Loss_15p12	Loss	15p12	15	15p	2104
Gain_15p12	Gain	15p12	15	15p	2105
Fusion_15p12	Fusion	15p12	15	15p	2106
Loss_15p13	Loss	15p13	15	15p	2107
Gain_15p13	Gain	15p13	15	15p	2108
Fusion_15p13	Fusion	15p13	15	15p	2109
Loss_16q243	Loss	16q243	16	16q	2110
Gain_16q243	Gain	16q243	16	16q	2111
Fusion_16q243	Fusion	16q243	16	16q	2112
Loss_16q242	Loss	16q242	16	16q	2113
Gain_16q242	Gain	16q242	16	16q	2114
Fusion_16q242	Fusion	16q242	16	16q	2115
Loss_16q241	Loss	16q241	16	16q	2116
Gain_16q241	Gain	16q241	16	16q	2117
Fusion_16q241	Fusion	16q241	16	16q	2118
Loss_16q233	Loss	16q233	16	16q	2119
Gain_16q233	Gain	16q233	16	16q	2120
Fusion_16q233	Fusion	16q233	16	16q	2121
Loss_16q232	Loss	16q232	16	16q	2122
Gain_16q232	Gain	16q232	16	16q	2123
Fusion_16q232	Fusion	16q232	16	16q	2124
Loss_16q231	Loss	16q231	16	16q	2125
Gain_16q231	Gain	16q231	16	16q	2126
Fusion_16q231	Fusion	16q231	16	16q	2127
Loss_16q223	Loss	16q223	16	16q	2128
Gain_16q223	Gain	16q223	16	16q	2129
Fusion_16q223	Fusion	16q223	16	16q	2130
Loss_16q222	Loss	16q222	16	16q	2131
Gain_16q222	Gain	16q222	16	16q	2132
Fusion_16q222	Fusion	16q222	16	16q	2133
Loss_16q221	Loss	16q221	16	16q	2134
Gain_16q221	Gain	16q221	16	16q	2135
Fusion_16q221	Fusion	16q221	16	16q	2136
Loss_16q21	Loss	16q21	16	16q	2137
Gain_16q21	Gain	16q21	16	16q	2138
Fusion_16q21	Fusion	16q21	16	16q	2139
Loss_16q13	Loss	16q13	16	16q	2140
Gain_16q13	Gain	16q13	16	16q	2141
Fusion_16q13	Fusion	16q13	16	16q	2142
Loss_16q122	Loss	16q122	16	16q	2143
Gain_16q122	Gain	16q122	16	16q	2144
Fusion_16q122	Fusion	16q122	16	16q	2145
Loss_16q121	Loss	16q121	16	16q	2146
Gain_16q121	Gain	16q121	16	16q	2147
Fusion_16q121	Fusion	16q121	16	16q	2148
Loss_16q112	Loss	16q112	16	16q	2149
Gain_16q112	Gain	16q112	16	16q	2150
Fusion_16q112	Fusion	16q112	16	16q	2151
Loss_16q111	Loss	16q111	16	16q	2152
Gain_16q111	Gain	16q111	16	16q	2153
Fusion_16q111	Fusion	16q111	16	16q	2154
Loss_16q10	Loss	16q10	16	16q	2155
Gain_16q10	Gain	16q10	16	16q	2156
Fusion_16q10	Fusion	16q10	16	16q	2157
Loss_16p10	Loss	16p10	16	16p	2158
Gain_16p10	Gain	16p10	16	16p	2159
Fusion_16p10	Fusion	16p10	16	16p	2160
Loss_16p111	Loss	16p111	16	16p	2161
Gain_16p111	Gain	16p111	16	16p	2162
Fusion_16p111	Fusion	16p111	16	16p	2163
Loss_16p112	Loss	16p112	16	16p	2164
Gain_16p112	Gain	16p112	16	16p	2165
Fusion_16p112	Fusion	16p112	16	16p	2166
Loss_16p121	Loss	16p121	16	16p	2167
Gain_16p121	Gain	16p121	16	16p	2168
Fusion_16p121	Fusion	16p121	16	16p	2169
Loss_16p122	Loss	16p122	16	16p	2170
Gain_16p122	Gain	16p122	16	16p	2171
Fusion_16p122	Fusion	16p122	16	16p	2172
Loss_16p123	Loss	16p123	16	16p	2173
Gain_16p123	Gain	16p123	16	16p	2174
Fusion_16p123	Fusion	16p123	16	16p	2175
Loss_16p1311	Loss	16p1311	16	16p	2176
Gain_16p1311	Gain	16p1311	16	16p	2177
Fusion_16p1311	Fusion	16p1311	16	16p	2178
Loss_16p1312	Loss	16p1312	16	16p	2179
Gain_16p1312	Gain	16p1312	16	16p	2180
Fusion_16p1312	Fusion	16p1312	16	16p	2181
Loss_16p1313	Loss	16p1313	16	16p	2182
Gain_16p1313	Gain	16p1313	16	16p	2183
Fusion_16p1313	Fusion	16p1313	16	16p	2184
Loss_16p132	Loss	16p132	16	16p	2185
Gain_16p132	Gain	16p132	16	16p	2186
Fusion_16p132	Fusion	16p132	16	16p	2187
Loss_16p133	Loss	16p133	16	16p	2188
Gain_16p133	Gain	16p133	16	16p	2189
Fusion_16p133	Fusion	16p133	16	16p	2190
Loss_17q253	Loss	17q253	17	17q	2191
Gain_17q253	Gain	17q253	17	17q	2192
Fusion_17q253	Fusion	17q253	17	17q	2193
Loss_17q252	Loss	17q252	17	17q	2194
Gain_17q252	Gain	17q252	17	17q	2195
Fusion_17q252	Fusion	17q252	17	17q	2196
Loss_17q251	Loss	17q251	17	17q	2197
Gain_17q251	Gain	17q251	17	17q	2198
Fusion_17q251	Fusion	17q251	17	17q	2199
Loss_17q243	Loss	17q243	17	17q	2200
Gain_17q243	Gain	17q243	17	17q	2201
Fusion_17q243	Fusion	17q243	17	17q	2202
Loss_17q242	Loss	17q242	17	17q	2203
Gain_17q242	Gain	17q242	17	17q	2204
Fusion_17q242	Fusion	17q242	17	17q	2205
Loss_17q241	Loss	17q241	17	17q	2206
Gain_17q241	Gain	17q241	17	17q	2207
Fusion_17q241	Fusion	17q241	17	17q	2208
Loss_17q233	Loss	17q233	17	17q	2209
Gain_17q233	Gain	17q233	17	17q	2210
Fusion_17q233	Fusion	17q233	17	17q	2211
Loss_17q232	Loss	17q232	17	17q	2212
Gain_17q232	Gain	17q232	17	17q	2213
Fusion_17q232	Fusion	17q232	17	17q	2214
Loss_17q231	Loss	17q231	17	17q	2215
Gain_17q231	Gain	17q231	17	17q	2216
Fusion_17q231	Fusion	17q231	17	17q	2217
Loss_17q22	Loss	17q22	17	17q	2218
Gain_17q22	Gain	17q22	17	17q	2219
Fusion_17q22	Fusion	17q22	17	17q	2220
Loss_17q2133	Loss	17q2133	17	17q	2221
Gain_17q2133	Gain	17q2133	17	17q	2222
Fusion_17q2133	Fusion	17q2133	17	17q	2223
Loss_17q2132	Loss	17q2132	17	17q	2224
Gain_17q2132	Gain	17q2132	17	17q	2225
Fusion_17q2132	Fusion	17q2132	17	17q	2226
Loss_17q2131	Loss	17q2131	17	17q	2227
Gain_17q2131	Gain	17q2131	17	17q	2228
Fusion_17q2131	Fusion	17q2131	17	17q	2229
Loss_17q212	Loss	17q212	17	17q	2230
Gain_17q212	Gain	17q212	17	17q	2231
Fusion_17q212	Fusion	17q212	17	17q	2232
Loss_17q211	Loss	17q211	17	17q	2233
Gain_17q211	Gain	17q211	17	17q	2234
Fusion_17q211	Fusion	17q211	17	17q	2235
Loss_17q12	Loss	17q12	17	17q	2236
Gain_17q12	Gain	17q12	17	17q	2237
Fusion_17q12	Fusion	17q12	17	17q	2238
Loss_17q112	Loss	17q112	17	17q	2239
Gain_17q112	Gain	17q112	17	17q	2240
Fusion_17q112	Fusion	17q112	17	17q	2241
Loss_17q111	Loss	17q111	17	17q	2242
Gain_17q111	Gain	17q111	17	17q	2243
Fusion_17q111	Fusion	17q111	17	17q	2244
Loss_17q10	Loss	17q10	17	17q	2245
Gain_17q10	Gain	17q10	17	17q	2246
Fusion_17q10	Fusion	17q10	17	17q	2247
Loss_17p10	Loss	17p10	17	17p	2248
Gain_17p10	Gain	17p10	17	17p	2249
Fusion_17p10	Fusion	17p10	17	17p	2250
Loss_17p111	Loss	17p111	17	17p	2251
Gain_17p111	Gain	17p111	17	17p	2252
Fusion_17p111	Fusion	17p111	17	17p	2253
Loss_17p112	Loss	17p112	17	17p	2254
Gain_17p112	Gain	17p112	17	17p	2255
Fusion_17p112	Fusion	17p112	17	17p	2256
Loss_17p12	Loss	17p12	17	17p	2257
Gain_17p12	Gain	17p12	17	17p	2258
Fusion_17p12	Fusion	17p12	17	17p	2259
Loss_17p131	Loss	17p131	17	17p	2260
Gain_17p131	Gain	17p131	17	17p	2261
Fusion_17p131	Fusion	17p131	17	17p	2262
Loss_17p132	Loss	17p132	17	17p	2263
Gain_17p132	Gain	17p132	17	17p	2264
Fusion_17p132	Fusion	17p132	17	17p	2265
Loss_17p133	Loss	17p133	17	17p	2266
Gain_17p133	Gain	17p133	17	17p	2267
Fusion_17p133	Fusion	17p133	17	17p	2268
Loss_18q23	Loss	18q23	18	18q	2269
